# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 20 14:40:07 2021
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
#
pl_name,hostname,gaia_id,default_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim
Kepler-1491 b,Kepler-1491,Gaia DR2 2127985806448631808,1,16.58617620,0.00022140,-0.00022140,0,,,,,,,,
Kepler-1492 b,Kepler-1492,Gaia DR2 2102111102390564864,1,16.75255007,0.00006460,-0.00006460,0,,,,,,,,
Kepler-1493 b,Kepler-1493,Gaia DR2 2099457980832215552,1,15.02179830,0.00010750,-0.00010750,0,,,,,,,,
Kepler-1494 b,Kepler-1494,Gaia DR2 2105168775506130048,1,91.08048200,0.00176900,-0.00176900,0,,,,,,,,
Kepler-1495 b,Kepler-1495,Gaia DR2 2100050922538767744,1,85.27325600,0.00195400,-0.00195400,0,,,,,,,,
Kepler-1496 b,Kepler-1496,Gaia DR2 2127964572129949056,1,64.65880170,0.00078000,-0.00078000,0,,,,,,,,
Kepler-1497 b,Kepler-1497,Gaia DR2 2080188249284118528,1,8.74199772,0.00008621,-0.00008621,0,,,,,,,,
Kepler-1498 b,Kepler-1498,Gaia DR2 2106747876063966976,1,48.05140500,0.00093310,-0.00093310,0,,,,,,,,
Kepler-1499 b,Kepler-1499,Gaia DR2 2103741437614605312,1,44.20080000,0.00065530,-0.00065530,0,,,,,,,,
Kepler-15 b,Kepler-15,Gaia DR2 2134850847813263360,1,4.94278200,0.00000130,-0.00000130,0,0.057140,0.000860,-0.000930,0,209.76000,25.43000,-28.60000,0
Kepler-150 b,Kepler-150,Gaia DR2 2102063136195478656,1,3.42805400,0.00002600,-0.00002600,0,0.044000,,,0,,,,
Kepler-150 c,Kepler-150,Gaia DR2 2102063136195478656,1,7.38199800,0.00001000,-0.00001000,0,0.073000,,,0,,,,
Kepler-150 d,Kepler-150,Gaia DR2 2102063136195478656,1,12.56093000,0.00003600,-0.00003600,0,0.104000,,,0,,,,
Kepler-150 e,Kepler-150,Gaia DR2 2102063136195478656,1,30.82655700,0.00019900,-0.00019900,0,0.189000,,,0,,,,
Kepler-150 f,Kepler-150,Gaia DR2 2102063136195478656,1,637.20930000,0.01690000,-0.01540000,0,1.240000,0.290000,-0.450000,0,,,,
Kepler-1500 b,Kepler-1500,Gaia DR2 2101229019187047040,1,15.03301050,0.00016120,-0.00016120,0,,,,,,,,
Kepler-1501 b,Kepler-1501,Gaia DR2 2101875497665518080,1,14.55645330,0.00011210,-0.00011210,0,,,,,,,,
Kepler-1502 b,Kepler-1502,Gaia DR2 2073199409793428736,1,41.70836290,0.00034850,-0.00034850,0,,,,,,,,
Kepler-1503 b,Kepler-1503,Gaia DR2 2077774821262122752,1,96.16987000,0.00118000,-0.00118000,0,,,,,,,,
Kepler-1504 b,Kepler-1504,Gaia DR2 2133044040969963776,1,82.30400300,0.00159300,-0.00159300,0,,,,,,,,
Kepler-1505 b,Kepler-1505,Gaia DR2 2101689061725421312,1,30.86093660,0.00022520,-0.00022520,0,,,,,,,,
Kepler-1506 b,Kepler-1506,Gaia DR2 2101797535418431104,1,14.03291540,0.00028110,-0.00028110,0,,,,,,,,
Kepler-1507 b,Kepler-1507,Gaia DR2 2130389785541178752,1,16.05062130,0.00014470,-0.00014470,0,,,,,,,,
Kepler-1508 b,Kepler-1508,Gaia DR2 2073768853731839104,1,20.70565040,0.00054990,-0.00054990,0,,,,,,,,
Kepler-1509 b,Kepler-1509,Gaia DR2 2107557464516077184,1,25.43381970,0.00031140,-0.00031140,0,,,,,,,,
Kepler-151 b,Kepler-151,Gaia DR2 2053585732948605952,1,15.22895800,0.00003000,-0.00003000,0,0.116000,,,0,,,,
Kepler-151 c,Kepler-151,Gaia DR2 2053585732948605952,1,24.67461200,0.00010600,-0.00010600,0,0.160000,,,0,,,,
Kepler-1510 b,Kepler-1510,Gaia DR2 2086856271911588224,1,84.70392100,0.00189600,-0.00189600,0,,,,,,,,
Kepler-1511 b,Kepler-1511,Gaia DR2 2102928726723805568,1,23.23827920,0.00022200,-0.00022200,0,,,,,,,,
Kepler-1512 b,Kepler-1512,Gaia DR2 2127115783511206016,1,20.35972599,0.00005874,-0.00005874,0,,,,,,,,
Kepler-1513 b,Kepler-1513,Gaia DR2 2100959501399885696,1,160.88465087,0.00007718,-0.00007718,0,,,,,,,,
Kepler-1514 b,Kepler-1514,Gaia DR2 2051866238502437632,1,217.83184000,0.00012000,-0.00012000,0,0.753000,0.013000,-0.014000,0,1678.14240,69.92260,-69.92260,0
Kepler-1514 c,Kepler-1514,Gaia DR2 2051866238502437632,1,10.51418100,0.00003900,-0.00003900,0,0.099700,0.001800,-0.001800,0,,,,
Kepler-1515 b,Kepler-1515,Gaia DR2 2129311576952316544,1,214.31141640,0.00012750,-0.00012750,0,,,,,,,,
Kepler-1516 b,Kepler-1516,Gaia DR2 2126237857838346368,1,7.25931979,0.00003612,-0.00003612,0,,,,,,,,
Kepler-1517 b,Kepler-1517,Gaia DR2 2102974833192340224,1,5.54608367,0.00000709,-0.00000709,0,,,,,,,,
Kepler-1518 b,Kepler-1518,Gaia DR2 2082161219824397568,1,5.11177904,0.00005083,-0.00005083,0,,,,,,,,
Kepler-1519 b,Kepler-1519,Gaia DR2 2086851495906130176,1,240.79893970,0.00061170,-0.00061170,0,,,,,,,,
Kepler-152 b,Kepler-152,Gaia DR2 2105435544515167232,1,18.20797300,0.00002300,-0.00002300,0,0.124000,,,0,,,,
Kepler-152 c,Kepler-152,Gaia DR2 2105435544515167232,1,88.25505500,0.00030900,-0.00030900,0,0.356000,,,0,,,,
Kepler-1520 b,Kepler-1520,Gaia DR2 2136216647412563840,1,0.65355357,0.00000016,-0.00000016,0,,,,,,,,
Kepler-1521 b,Kepler-1521,Gaia DR2 2051865551307698688,1,47.14840805,0.00007919,-0.00007919,0,,,,,,,,
Kepler-1522 b,Kepler-1522,Gaia DR2 2139306790481711232,1,1.84788917,0.00000272,-0.00000272,0,,,,,,,,
Kepler-1523 b,Kepler-1523,Gaia DR2 2080193506325008256,1,0.93875077,0.00000116,-0.00000116,0,,,,,,,,
Kepler-1524 b,Kepler-1524,Gaia DR2 2052480728067657600,1,70.96746030,0.00017230,-0.00017230,0,,,,,,,,
Kepler-1525 b,Kepler-1525,Gaia DR2 2130033097097486336,1,2.41660118,0.00000528,-0.00000528,0,,,,,,,,
Kepler-1526 b,Kepler-1526,Gaia DR2 2100148542853587840,1,3.90863200,0.00000740,-0.00000740,0,,,,,,,,
Kepler-1527 b,Kepler-1527,Gaia DR2 2080247996570836736,1,160.12991800,0.00174200,-0.00174200,0,,,,,,,,
Kepler-1528 b,Kepler-1528,Gaia DR2 2130434384481265408,1,1.79111021,0.00000770,-0.00000770,0,,,,,,,,
Kepler-1529 b,Kepler-1529,Gaia DR2 2101410850923823488,1,5.33905686,0.00001277,-0.00001277,0,,,,,,,,
Kepler-153 b,Kepler-153,Gaia DR2 2119711156811669120,1,18.87022700,0.00003900,-0.00003900,0,0.129000,,,0,,,,
Kepler-153 c,Kepler-153,Gaia DR2 2119711156811669120,1,46.90232000,0.00021500,-0.00021500,0,0.237000,,,0,,,,
Kepler-1530 b,Kepler-1530,Gaia DR2 2130991596358782464,1,2.59044340,0.00017150,-0.00017150,0,,,,,,,,
Kepler-1530 c,Kepler-1530,Gaia DR2 2130991596358782464,1,5.32274060,0.00063310,-0.00063310,0,,,,,,,,
Kepler-1531 b,Kepler-1531,Gaia DR2 2100303539632796032,1,1.13854338,0.00000259,-0.00000259,0,,,,,,,,
Kepler-1532 b,Kepler-1532,Gaia DR2 2076783920770722560,1,1.09366356,0.00000216,-0.00000216,0,,,,,,,,
Kepler-1533 b,Kepler-1533,Gaia DR2 2079749956462030720,1,308.54710000,0.00241500,-0.00241500,0,,,,,,,,
Kepler-1534 b,Kepler-1534,Gaia DR2 2125960402948600704,1,5.71668872,0.00002925,-0.00002925,0,,,,,,,,
Kepler-1535 b,Kepler-1535,Gaia DR2 2100009488992720896,1,138.94420000,0.00121400,-0.00121400,0,,,,,,,,
Kepler-1536 b,Kepler-1536,Gaia DR2 2126773904116001536,1,364.75803100,0.00582000,-0.00582000,0,,,,,,,,
Kepler-1537 b,Kepler-1537,Gaia DR2 2078291832243170048,1,1.44445380,0.00000233,-0.00000233,0,,,,,,,,
Kepler-1538 b,Kepler-1538,Gaia DR2 2106988158011587072,1,175.13881900,0.00280700,-0.00280700,0,,,,,,,,
Kepler-1539 b,Kepler-1539,Gaia DR2 2106618687745888768,1,133.30367410,0.00088430,-0.00088430,0,,,,,,,,
Kepler-154 b,Kepler-154,Gaia DR2 2133022669212268800,1,33.04053200,0.00021500,-0.00021500,0,0.198000,,,0,,,,
Kepler-154 c,Kepler-154,Gaia DR2 2133022669212268800,1,62.30327600,0.00040600,-0.00040600,0,0.303000,,,0,,,,
Kepler-154 d,Kepler-154,Gaia DR2 2133022669212268800,1,20.54981883,0.00002572,-0.00002572,0,,,,,,,,
Kepler-154 e,Kepler-154,Gaia DR2 2133022669212268800,1,3.93276465,0.00001225,-0.00001225,0,,,,,,,,
Kepler-154 f,Kepler-154,Gaia DR2 2133022669212268800,1,9.91935684,0.00007788,-0.00007788,0,,,,,,,,
Kepler-1540 b,Kepler-1540,Gaia DR2 2104452752917443584,1,125.41311770,0.00041890,-0.00041890,0,,,,,,,,
Kepler-1541 b,Kepler-1541,Gaia DR2 2131643641112197888,1,8.40691199,0.00002698,-0.00002698,0,,,,,,,,
Kepler-1542 b,Kepler-1542,Gaia DR2 2105526799680172032,1,3.95116882,0.00001633,-0.00001633,0,,,,,,,,
Kepler-1542 c,Kepler-1542,Gaia DR2 2105526799680172032,1,2.89223021,0.00001472,-0.00001472,0,,,,,,,,
Kepler-1542 d,Kepler-1542,Gaia DR2 2105526799680172032,1,5.99273738,0.00002260,-0.00002260,0,,,,,,,,
Kepler-1542 e,Kepler-1542,Gaia DR2 2105526799680172032,1,5.10115756,0.00002409,-0.00002409,0,,,,,,,,
Kepler-1543 b,Kepler-1543,Gaia DR2 2080362899835391360,1,6.96710269,0.00003285,-0.00003285,0,,,,,,,,
Kepler-1544 b,Kepler-1544,Gaia DR2 2086784185178032384,1,168.81117400,0.00127100,-0.00127100,0,,,,,,,,
Kepler-1545 b,Kepler-1545,Gaia DR2 2085676083618453376,1,163.69234900,0.00138300,-0.00138300,0,,,,,,,,
Kepler-1546 b,Kepler-1546,Gaia DR2 2076880231116348672,1,19.59749710,0.00014070,-0.00014070,0,,,,,,,,
Kepler-1547 b,Kepler-1547,Gaia DR2 2104890633423618048,1,0.69297968,0.00000149,-0.00000149,0,,,,,,,,
Kepler-1548 b,Kepler-1548,Gaia DR2 2130318420364920192,1,124.82867900,0.00152400,-0.00152400,0,,,,,,,,
Kepler-1549 b,Kepler-1549,Gaia DR2 2100070958564495488,1,214.88654500,0.00311100,-0.00311100,0,,,,,,,,
Kepler-155 b,Kepler-155,Gaia DR2 2133351698066484096,1,5.93119400,0.00000800,-0.00000800,0,0.056000,,,0,,,,
Kepler-155 c,Kepler-155,Gaia DR2 2133351698066484096,1,52.66179300,0.00023600,-0.00023600,0,0.242000,,,0,,,,
Kepler-1550 b,Kepler-1550,Gaia DR2 2099534293810509312,1,225.58280900,0.00384600,-0.00384600,0,,,,,,,,
Kepler-1551 b,Kepler-1551,Gaia DR2 2076325527501566208,1,24.49736980,0.00020940,-0.00020940,0,,,,,,,,
Kepler-1552 b,Kepler-1552,Gaia DR2 2052767528800649984,1,184.77185300,0.00154600,-0.00154600,0,,,,,,,,
Kepler-1553 b,Kepler-1553,Gaia DR2 2052775191022506112,1,4.24261881,0.00002781,-0.00002781,0,,,,,,,,
Kepler-1554 b,Kepler-1554,Gaia DR2 2103927495598786304,1,198.08877400,0.00245600,-0.00245600,0,,,,,,,,
Kepler-1555 b,Kepler-1555,Gaia DR2 2130236678547566976,1,8.10501635,0.00008122,-0.00008122,0,,,,,,,,
Kepler-1556 b,Kepler-1556,Gaia DR2 2101303889057595136,1,8.82713457,0.00004025,-0.00004025,0,,,,,,,,
Kepler-1557 b,Kepler-1557,Gaia DR2 2128204815421600512,1,3.74032496,0.00002165,-0.00002165,0,,,,,,,,
Kepler-1558 b,Kepler-1558,Gaia DR2 2130633430445267584,1,3.50470358,0.00001612,-0.00001612,0,,,,,,,,
Kepler-1559 b,Kepler-1559,Gaia DR2 2125705488052032640,1,0.97191543,0.00000379,-0.00000379,0,,,,,,,,
Kepler-156 b,Kepler-156,Gaia DR2 2051105410816218368,1,4.97345600,0.00000800,-0.00000800,0,0.054000,,,0,,,,
Kepler-156 c,Kepler-156,Gaia DR2 2051105410816218368,1,15.90680100,0.00004500,-0.00004500,0,0.117000,,,0,,,,
Kepler-1560 b,Kepler-1560,Gaia DR2 2125880825797124352,1,3.03195744,0.00001306,-0.00001306,0,,,,,,,,
Kepler-1561 b,Kepler-1561,Gaia DR2 2078801009210349440,1,1.00520701,0.00000510,-0.00000510,0,,,,,,,,
Kepler-1562 b,Kepler-1562,Gaia DR2 2128155818434335616,1,64.27377520,0.00071410,-0.00071410,0,,,,,,,,
Kepler-1563 b,Kepler-1563,Gaia DR2 2133364308090816768,1,3.43276598,0.00002976,-0.00002976,0,,,,,,,,
Kepler-1564 b,Kepler-1564,Gaia DR2 2127625956907154048,1,18.05403810,0.00019190,-0.00019190,0,,,,,,,,
Kepler-1565 b,Kepler-1565,Gaia DR2 2073793249146651136,1,1.53818844,0.00000686,-0.00000686,0,,,,,,,,
Kepler-1566 b,Kepler-1566,Gaia DR2 2103579397088495616,1,0.53991524,0.00000135,-0.00000135,0,,,,,,,,
Kepler-1567 b,Kepler-1567,Gaia DR2 2100698745343821312,1,153.97957800,0.00178500,-0.00178500,0,,,,,,,,
Kepler-1568 b,Kepler-1568,Gaia DR2 2127941413665428992,1,20.92539200,0.00025210,-0.00025210,0,,,,,,,,
Kepler-1569 b,Kepler-1569,Gaia DR2 2051721480924900224,1,5.79180156,0.00003622,-0.00003622,0,,,,,,,,
Kepler-157 b,Kepler-157,Gaia DR2 2052941389074846336,1,1.73234200,0.00000600,-0.00000600,0,0.028000,,,0,,,,
Kepler-157 c,Kepler-157,Gaia DR2 2052941389074846336,1,13.54050000,0.00004900,-0.00004900,0,0.110000,,,0,,,,
Kepler-157 d,Kepler-157,Gaia DR2 2052941389074846336,1,7.02573474,0.00002388,-0.00002388,0,,,,,,,,
Kepler-1570 b,Kepler-1570,Gaia DR2 2085225627448615424,1,26.54895500,0.00030470,-0.00030470,0,,,,,,,,
Kepler-1571 b,Kepler-1571,Gaia DR2 2082286632869692928,1,3.38555488,0.00001595,-0.00001595,0,,,,,,,,
Kepler-1572 b,Kepler-1572,Gaia DR2 2119147897620835840,1,5.49548621,0.00002920,-0.00002920,0,,,,,,,,
Kepler-1573 b,Kepler-1573,Gaia DR2 2129820582115829504,1,2.61575540,0.00001498,-0.00001498,0,,,,,,,,
Kepler-1574 b,Kepler-1574,Gaia DR2 2129858412187969024,1,6.94243340,0.00006006,-0.00006006,0,,,,,,,,
Kepler-1575 b,Kepler-1575,Gaia DR2 2128008479575522432,1,2.55314213,0.00001304,-0.00001304,0,,,,,,,,
Kepler-1576 b,Kepler-1576,Gaia DR2 2101318556367845888,1,6.98471973,0.00005940,-0.00005940,0,,,,,,,,
Kepler-1577 b,Kepler-1577,Gaia DR2 2128481789271221632,1,6.30560247,0.00003666,-0.00003666,0,,,,,,,,
Kepler-1578 b,Kepler-1578,Gaia DR2 2130976787311412352,1,1.45088691,0.00000695,-0.00000695,0,,,,,,,,
Kepler-1579 b,Kepler-1579,Gaia DR2 2078225792827512704,1,0.84990789,0.00000293,-0.00000293,0,,,,,,,,
Kepler-158 b,Kepler-158,Gaia DR2 2103295173333142784,1,16.70918400,0.00006400,-0.00006400,0,0.111000,,,0,,,,
Kepler-158 c,Kepler-158,Gaia DR2 2103295173333142784,1,28.55138300,0.00014000,-0.00014000,0,0.158000,,,0,,,,
Kepler-1580 b,Kepler-1580,Gaia DR2 2103904302775007872,1,56.64492790,0.00085250,-0.00085250,0,,,,,,,,
Kepler-1581 b,Kepler-1581,Gaia DR2 2100418850915010432,1,6.28385491,0.00004246,-0.00004246,0,,,,,,,,
Kepler-1582 b,Kepler-1582,Gaia DR2 2101449265111030912,1,4.83817712,0.00008840,-0.00008840,0,,,,,,,,
Kepler-1583 b,Kepler-1583,Gaia DR2 2130695518492411904,1,9.32807355,0.00008851,-0.00008851,0,,,,,,,,
Kepler-1584 b,Kepler-1584,Gaia DR2 2102976383681783552,1,13.39970990,0.00015700,-0.00015700,0,,,,,,,,
Kepler-1585 b,Kepler-1585,Gaia DR2 2079700100481104000,1,3.58274630,0.00001739,-0.00001739,0,,,,,,,,
Kepler-1586 b,Kepler-1586,Gaia DR2 2079298435140815360,1,15.60492120,0.00013650,-0.00013650,0,,,,,,,,
Kepler-1587 b,Kepler-1587,Gaia DR2 2129838139942109440,1,9.40604670,0.00013760,-0.00013760,0,,,,,,,,
Kepler-1588 b,Kepler-1588,Gaia DR2 2130980910480096384,1,7.84931739,0.00009456,-0.00009456,0,,,,,,,,
Kepler-1589 b,Kepler-1589,Gaia DR2 2076565908231148928,1,0.99166527,0.00000784,-0.00000784,0,,,,,,,,
Kepler-159 b,Kepler-159,Gaia DR2 2076764576237957504,1,10.13962300,0.00002200,-0.00002200,0,0.082000,,,0,,,,
Kepler-159 c,Kepler-159,Gaia DR2 2076764576237957504,1,43.59579200,0.00012500,-0.00012500,0,0.218000,,,0,,,,
Kepler-1590 b,Kepler-1590,Gaia DR2 2129295049918456960,1,7.61760804,0.00004334,-0.00004334,0,,,,,,,,
Kepler-1591 b,Kepler-1591,Gaia DR2 2079691991583086592,1,8.18504949,0.00007831,-0.00007831,0,,,,,,,,
Kepler-1592 b,Kepler-1592,Gaia DR2 2052085934674652544,1,3.05710069,0.00002334,-0.00002334,0,,,,,,,,
Kepler-1593 b,Kepler-1593,Gaia DR2 2076087964270165632,1,174.50983500,0.00185200,-0.00185200,0,,,,,,,,
Kepler-1594 b,Kepler-1594,Gaia DR2 2128836308750694016,1,2.71603809,0.00001355,-0.00001355,0,,,,,,,,
Kepler-1595 b,Kepler-1595,Gaia DR2 2105726605858883456,1,4.56380468,0.00003240,-0.00003240,0,,,,,,,,
Kepler-1596 b,Kepler-1596,Gaia DR2 2132009744125068416,1,66.37337900,0.00147600,-0.00147600,0,,,,,,,,
Kepler-1597 b,Kepler-1597,Gaia DR2 2102530703514980864,1,2.94654179,0.00003471,-0.00003471,0,,,,,,,,
Kepler-1598 b,Kepler-1598,Gaia DR2 2130770766319922560,1,4.34195123,0.00002827,-0.00002827,0,,,,,,,,
Kepler-1599 b,Kepler-1599,Gaia DR2 2103885782875978880,1,122.36355300,0.00896800,-0.00896800,0,,,,,,,,
Kepler-16 b,Kepler-16,Gaia DR2 2133476355197071616,1,228.77600000,0.02000000,-0.03700000,0,0.704800,0.001100,-0.001100,0,105.83300,5.08500,-5.08500,0
Kepler-160 b,Kepler-160,Gaia DR2 2102587087846067712,1,4.30939700,0.00001300,-0.00001200,0,0.055110,0.001900,-0.003700,0,,,,
Kepler-160 c,Kepler-160,Gaia DR2 2102587087846067712,1,13.69942900,0.00001800,-0.00001800,0,0.119200,0.004000,-0.008000,0,,,,
Kepler-160 d,Kepler-160,Gaia DR2 2102587087846067712,1,30.00000000,20.00000000,-23.00000000,0,0.170000,0.100000,-0.110000,0,100.00000,,,1
Kepler-1600 b,Kepler-1600,Gaia DR2 2052754540819149568,1,386.37054800,0.00859100,-0.00859100,0,,,,,,,,
Kepler-1601 b,Kepler-1601,Gaia DR2 2099912182214036608,1,2.20921951,0.00001510,-0.00001510,0,,,,,,,,
Kepler-1602 b,Kepler-1602,Gaia DR2 2053284398043177216,1,11.17931605,0.00007504,-0.00007504,0,,,,,,,,
Kepler-1603 b,Kepler-1603,Gaia DR2 2077891644372852864,1,2.27163926,0.00002336,-0.00002336,0,,,,,,,,
Kepler-1604 b,Kepler-1604,Gaia DR2 2105964306529014400,1,0.68368426,0.00000063,-0.00000063,0,,,,,,,,
Kepler-1605 b,Kepler-1605,Gaia DR2 2130676478898097792,1,85.75654950,0.00061610,-0.00061610,0,,,,,,,,
Kepler-1606 b,Kepler-1606,Gaia DR2 2105554394851020160,1,196.43522400,0.00393500,-0.00393500,0,,,,,,,,
Kepler-1607 b,Kepler-1607,Gaia DR2 2077241558125147904,1,13.64736760,0.00021020,-0.00021020,0,,,,,,,,
Kepler-1608 b,Kepler-1608,Gaia DR2 2076214889145035136,1,16.47356860,0.00016980,-0.00016980,0,,,,,,,,
Kepler-1609 b,Kepler-1609,Gaia DR2 2100993929859129600,1,114.34219000,0.00409700,-0.00409700,0,,,,,,,,
Kepler-161 b,Kepler-161,Gaia DR2 2102046952760377728,1,4.92135500,0.00000600,-0.00000600,0,0.054000,,,0,,,,
Kepler-161 c,Kepler-161,Gaia DR2 2102046952760377728,1,7.06424000,0.00001100,-0.00001100,0,0.068000,,,0,,,,
Kepler-1610 b,Kepler-1610,Gaia DR2 2079807646464016256,1,8.70181574,0.00008315,-0.00008315,0,,,,,,,,
Kepler-1611 b,Kepler-1611,Gaia DR2 2134894690840101376,1,5.17624290,0.00005826,-0.00005826,0,,,,,,,,
Kepler-1612 b,Kepler-1612,Gaia DR2 2127432099262972416,1,3.91795101,0.00002727,-0.00002727,0,,,,,,,,
Kepler-1613 b,Kepler-1613,Gaia DR2 2102814721113340928,1,1.51842990,0.00019910,-0.00019910,0,,,,,,,,
Kepler-1614 b,Kepler-1614,Gaia DR2 2132314858600815488,1,3.94661410,0.00003022,-0.00003022,0,,,,,,,,
Kepler-1615 b,Kepler-1615,Gaia DR2 2105456160358298880,1,47.31261920,0.00085930,-0.00085930,0,,,,,,,,
Kepler-1616 b,Kepler-1616,Gaia DR2 2106427750679026688,1,6.76284377,0.00006948,-0.00006948,0,,,,,,,,
Kepler-1617 b,Kepler-1617,Gaia DR2 2130376453962481024,1,27.47855720,0.00050780,-0.00050780,0,,,,,,,,
Kepler-1618 b,Kepler-1618,Gaia DR2 2080067440443554176,1,6.10826019,0.00008991,-0.00008991,0,,,,,,,,
Kepler-1619 b,Kepler-1619,Gaia DR2 2105921803532722432,1,23.62259130,0.00054200,-0.00054200,0,,,,,,,,
Kepler-162 b,Kepler-162,Gaia DR2 2078852754973778560,1,6.91979800,0.00005200,-0.00005200,0,0.069000,,,0,,,,
Kepler-162 c,Kepler-162,Gaia DR2 2078852754973778560,1,19.44635500,0.00004500,-0.00004500,0,0.137000,,,0,,,,
Kepler-1620 b,Kepler-1620,Gaia DR2 2080358463124310400,1,101.95182900,0.00157200,-0.00157200,0,,,,,,,,
Kepler-1621 b,Kepler-1621,Gaia DR2 2078849112841866624,1,92.26371400,0.00238500,-0.00238500,0,,,,,,,,
Kepler-1622 b,Kepler-1622,Gaia DR2 2086419903235549312,1,10.81187370,0.00010090,-0.00010090,0,,,,,,,,
Kepler-1623 b,Kepler-1623,Gaia DR2 2052435819888356864,1,4.36128348,0.00002698,-0.00002698,0,,,,,,,,
Kepler-1624 b,Kepler-1624,Gaia DR2 2051815759742763264,1,3.29030452,0.00000456,-0.00000456,0,,,,,,,,
Kepler-1625 b,Kepler-1625,Gaia DR2 2076280000851171328,1,287.37894900,0.00298300,-0.00298300,0,,,,,,,,
Kepler-1626 b,Kepler-1626,Gaia DR2 2076748083562850560,1,4.13962966,0.00002851,-0.00002851,0,,,,,,,,
Kepler-1627 b,Kepler-1627,Gaia DR2 2103737241426734336,1,7.20283653,0.00008773,-0.00008773,0,,,,,,,,
Kepler-1628 b,Kepler-1628,Gaia DR2 2105245187265625728,1,76.37803300,0.00183300,-0.00183300,0,,,,,,,,
Kepler-1629 b,Kepler-1629,Gaia DR2 2117125655219423744,1,3.87595807,0.00002379,-0.00002379,0,,,,,,,,
Kepler-163 b,Kepler-163,Gaia DR2 2128525769736134016,1,7.81093700,0.00010700,-0.00010700,0,0.078000,,,0,,,,
Kepler-163 c,Kepler-163,Gaia DR2 2128525769736134016,1,21.34726200,0.00008100,-0.00008100,0,0.152000,,,0,,,,
Kepler-1630 b,Kepler-1630,Gaia DR2 2078840900864235136,1,509.99740200,0.00325600,-0.00325600,0,,,,,,,,
Kepler-1631 b,Kepler-1631,Gaia DR2 2078284547978727808,1,4.09513932,0.00003048,-0.00003048,0,,,,,,,,
Kepler-1632 b,Kepler-1632,Gaia DR2 2078297810838102272,1,448.30355800,0.00416400,-0.00416400,0,,,,,,,,
Kepler-1633 b,Kepler-1633,Gaia DR2 2127190000546917632,1,186.40427100,0.00588600,-0.00588600,0,,,,,,,,
Kepler-1634 b,Kepler-1634,Gaia DR2 2127953233416258432,1,374.87623900,0.00710700,-0.00710700,0,,,,,,,,
Kepler-1635 b,Kepler-1635,Gaia DR2 2106414144223503360,1,469.63111000,0.01246000,-0.01246000,0,,,,,,,,
Kepler-1636 b,Kepler-1636,Gaia DR2 2128125650583752832,1,425.47785000,0.01122000,-0.01122000,0,,,,,,,,
Kepler-1637 b,Kepler-1637,Gaia DR2 2119706690045629824,1,6.10960324,0.00006485,-0.00006485,0,,,,,,,,
Kepler-1638 b,Kepler-1638,Gaia DR2 2134726877877965568,1,259.33683000,0.01303000,-0.01303000,0,,,,,,,,
Kepler-1639 b,Kepler-1639,Gaia DR2 2131748472674257280,1,9.87848200,0.00217100,-0.00217100,0,,,,,,,,
Kepler-164 b,Kepler-164,Gaia DR2 2130889204338693504,1,5.03503000,0.00002700,-0.00002700,0,0.058000,,,0,,,,
Kepler-164 c,Kepler-164,Gaia DR2 2130889204338693504,1,10.94572300,0.00002900,-0.00002900,0,0.097000,,,0,,,,
Kepler-164 d,Kepler-164,Gaia DR2 2130889204338693504,1,28.98676900,0.00016200,-0.00016200,0,0.187000,,,0,,,,
Kepler-1640 b,Kepler-1640,Gaia DR2 2076578312097047168,1,7.58441260,0.00038660,-0.00038660,0,,,,,,,,
Kepler-1641 b,Kepler-1641,Gaia DR2 2077041103410971392,1,19.67226600,0.00111000,-0.00111000,0,,,,,,,,
Kepler-1641 c,Kepler-1641,Gaia DR2 2077041103410971392,1,32.65721200,0.00309900,-0.00309900,0,,,,,,,,
Kepler-1642 b,Kepler-1642,Gaia DR2 2078758433192866816,1,12.20575130,0.00051010,-0.00051010,0,,,,,,,,
